histology,n_test,cindex,global_cfg_idx,model_family,predictor,lambda_sparse,lambda_sample_smooth,seed
other,23,0.6216216216216216,22,LSPIN,mlp,0.014,0.2,220126
infiltratingductalcarcinoma,220,0.5387888707037644,22,LSPIN,mlp,0.014,0.2,220127
infiltratinglobularcarcinoma,60,0.5555555555555556,22,LSPIN,mlp,0.014,0.2,220127
other,23,0.4864864864864865,22,LSPIN,mlp,0.014,0.2,220127
infiltratingductalcarcinoma,220,0.6091653027823241,22,LSPIN,mlp,0.014,0.2,220128
infiltratinglobularcarcinoma,60,0.6402116402116402,22,LSPIN,mlp,0.014,0.2,220128
other,23,0.4864864864864865,22,LSPIN,mlp,0.014,0.2,220128
infiltratingductalcarcinoma,220,0.5263502454991816,22,LSPIN,mlp,0.014,0.2,220129
infiltratinglobularcarcinoma,60,0.3862433862433862,22,LSPIN,mlp,0.014,0.2,220129
other,23,0.5945945945945946,22,LSPIN,mlp,0.014,0.2,220129
infiltratingductalcarcinoma,220,0.5538461538461539,22,LSPIN,mlp,0.014,0.2,220130
infiltratinglobularcarcinoma,60,0.5238095238095238,22,LSPIN,mlp,0.014,0.2,220130
other,23,0.6756756756756757,22,LSPIN,mlp,0.014,0.2,220130
infiltratingductalcarcinoma,220,0.5545008183306056,26,LSPIN,mlp,0.00525,0.4,260123
infiltratinglobularcarcinoma,60,0.3968253968253968,26,LSPIN,mlp,0.00525,0.4,260123
other,23,0.6486486486486487,26,LSPIN,mlp,0.00525,0.4,260123
infiltratingductalcarcinoma,220,0.6844517184942717,26,LSPIN,mlp,0.00525,0.4,260124
infiltratinglobularcarcinoma,60,0.4708994708994709,26,LSPIN,mlp,0.00525,0.4,260124
other,23,0.5405405405405406,26,LSPIN,mlp,0.00525,0.4,260124
infiltratingductalcarcinoma,220,0.5970540098199673,26,LSPIN,mlp,0.00525,0.4,260125
infiltratinglobularcarcinoma,60,0.5396825396825397,26,LSPIN,mlp,0.00525,0.4,260125
other,23,0.4324324324324324,26,LSPIN,mlp,0.00525,0.4,260125
infiltratingductalcarcinoma,220,0.6157119476268412,26,LSPIN,mlp,0.00525,0.4,260126
infiltratinglobularcarcinoma,60,0.6243386243386243,26,LSPIN,mlp,0.00525,0.4,260126
other,23,0.5135135135135135,26,LSPIN,mlp,0.00525,0.4,260126
infiltratingductalcarcinoma,220,0.6710310965630114,26,LSPIN,mlp,0.00525,0.4,260127
infiltratinglobularcarcinoma,60,0.4021164021164021,26,LSPIN,mlp,0.00525,0.4,260127
other,23,0.6756756756756757,26,LSPIN,mlp,0.00525,0.4,260127
infiltratingductalcarcinoma,220,0.551227495908347,26,LSPIN,mlp,0.00525,0.4,260128
infiltratinglobularcarcinoma,60,0.5291005291005291,26,LSPIN,mlp,0.00525,0.4,260128
other,23,0.5945945945945946,26,LSPIN,mlp,0.00525,0.4,260128
infiltratingductalcarcinoma,220,0.6687397708674304,26,LSPIN,mlp,0.00525,0.4,260129
infiltratinglobularcarcinoma,60,0.5502645502645502,26,LSPIN,mlp,0.00525,0.4,260129
other,23,0.5135135135135135,26,LSPIN,mlp,0.00525,0.4,260129
infiltratingductalcarcinoma,220,0.6710310965630114,26,LSPIN,mlp,0.00525,0.4,260130
infiltratinglobularcarcinoma,60,0.5238095238095238,26,LSPIN,mlp,0.00525,0.4,260130
other,23,0.5945945945945946,26,LSPIN,mlp,0.00525,0.4,260130
infiltratingductalcarcinoma,220,0.5783960720130933,30,LSPIN,mlp,0.014,0.4,300123
infiltratinglobularcarcinoma,60,0.708994708994709,30,LSPIN,mlp,0.014,0.4,300123
other,23,0.2972972972972973,30,LSPIN,mlp,0.014,0.4,300123
infiltratingductalcarcinoma,220,0.5574468085106383,30,LSPIN,mlp,0.014,0.4,300124
infiltratinglobularcarcinoma,60,0.5132275132275133,30,LSPIN,mlp,0.014,0.4,300124
other,23,0.6756756756756757,30,LSPIN,mlp,0.014,0.4,300124
infiltratingductalcarcinoma,220,0.5764320785597381,30,LSPIN,mlp,0.014,0.4,300125
infiltratinglobularcarcinoma,60,0.5661375661375662,30,LSPIN,mlp,0.014,0.4,300125
other,23,0.6486486486486487,30,LSPIN,mlp,0.014,0.4,300125
infiltratingductalcarcinoma,220,0.6369885433715221,30,LSPIN,mlp,0.014,0.4,300126
infiltratinglobularcarcinoma,60,0.5291005291005291,30,LSPIN,mlp,0.014,0.4,300126
other,23,0.5405405405405406,30,LSPIN,mlp,0.014,0.4,300126
infiltratingductalcarcinoma,220,0.6297872340425532,30,LSPIN,mlp,0.014,0.4,300127
infiltratinglobularcarcinoma,60,0.4338624338624338,30,LSPIN,mlp,0.014,0.4,300127
other,23,0.5675675675675675,30,LSPIN,mlp,0.014,0.4,300127
infiltratingductalcarcinoma,220,0.6523731587561374,30,LSPIN,mlp,0.014,0.4,300128
infiltratinglobularcarcinoma,60,0.6455026455026455,30,LSPIN,mlp,0.014,0.4,300128
other,23,0.2702702702702703,30,LSPIN,mlp,0.014,0.4,300128
infiltratingductalcarcinoma,220,0.5898527004909984,30,LSPIN,mlp,0.014,0.4,300129
infiltratinglobularcarcinoma,60,0.6455026455026455,30,LSPIN,mlp,0.014,0.4,300129
other,23,0.5405405405405406,30,LSPIN,mlp,0.014,0.4,300129
infiltratingductalcarcinoma,220,0.5440261865793781,30,LSPIN,mlp,0.014,0.4,300130
infiltratinglobularcarcinoma,60,0.4444444444444444,30,LSPIN,mlp,0.014,0.4,300130
other,23,0.5675675675675675,30,LSPIN,mlp,0.014,0.4,300130
infiltratingductalcarcinoma,220,0.665139116202946,34,LSPIN,mlp,0.00525,0.0,340123
infiltratinglobularcarcinoma,60,0.5608465608465608,34,LSPIN,mlp,0.00525,0.0,340123
other,23,0.6486486486486487,34,LSPIN,mlp,0.00525,0.0,340123
infiltratingductalcarcinoma,220,0.6490998363338789,34,LSPIN,mlp,0.00525,0.0,340124
infiltratinglobularcarcinoma,60,0.6190476190476191,34,LSPIN,mlp,0.00525,0.0,340124
other,23,0.5945945945945946,34,LSPIN,mlp,0.00525,0.0,340124
infiltratingductalcarcinoma,220,0.597708674304419,34,LSPIN,mlp,0.00525,0.0,340125
infiltratinglobularcarcinoma,60,0.6825396825396826,34,LSPIN,mlp,0.00525,0.0,340125
other,23,0.4594594594594595,34,LSPIN,mlp,0.00525,0.0,340125
infiltratingductalcarcinoma,220,0.6307692307692307,34,LSPIN,mlp,0.00525,0.0,340126
infiltratinglobularcarcinoma,60,0.4973544973544973,34,LSPIN,mlp,0.00525,0.0,340126
other,23,0.5675675675675675,34,LSPIN,mlp,0.00525,0.0,340126
infiltratingductalcarcinoma,220,0.6468085106382979,34,LSPIN,mlp,0.00525,0.0,340127
infiltratinglobularcarcinoma,60,0.4603174603174603,34,LSPIN,mlp,0.00525,0.0,340127
other,23,0.5405405405405406,34,LSPIN,mlp,0.00525,0.0,340127
infiltratingductalcarcinoma,220,0.5937806873977087,34,LSPIN,mlp,0.00525,0.0,340128
infiltratinglobularcarcinoma,60,0.5185185185185185,34,LSPIN,mlp,0.00525,0.0,340128
other,23,0.6216216216216216,34,LSPIN,mlp,0.00525,0.0,340128
infiltratingductalcarcinoma,220,0.5705400981996727,34,LSPIN,mlp,0.00525,0.0,340129
infiltratinglobularcarcinoma,60,0.5661375661375662,34,LSPIN,mlp,0.00525,0.0,340129
other,23,0.5675675675675675,34,LSPIN,mlp,0.00525,0.0,340129
infiltratingductalcarcinoma,220,0.7227495908346973,34,LSPIN,mlp,0.00525,0.0,340130
infiltratinglobularcarcinoma,60,0.656084656084656,34,LSPIN,mlp,0.00525,0.0,340130
other,23,0.6486486486486487,34,LSPIN,mlp,0.00525,0.0,340130
infiltratingductalcarcinoma,220,0.6536824877250409,38,LSPIN,mlp,0.014,0.0,380123
infiltratinglobularcarcinoma,60,0.5767195767195767,38,LSPIN,mlp,0.014,0.0,380123
other,23,0.6486486486486487,38,LSPIN,mlp,0.014,0.0,380123
infiltratingductalcarcinoma,220,0.6274959083469722,38,LSPIN,mlp,0.014,0.0,380124
infiltratinglobularcarcinoma,60,0.6349206349206349,38,LSPIN,mlp,0.014,0.0,380124
other,23,0.4864864864864865,38,LSPIN,mlp,0.014,0.0,380124
infiltratingductalcarcinoma,220,0.5554828150572831,38,LSPIN,mlp,0.014,0.0,380125
infiltratinglobularcarcinoma,60,0.4285714285714285,38,LSPIN,mlp,0.014,0.0,380125
other,23,0.3783783783783784,38,LSPIN,mlp,0.014,0.0,380125
infiltratingductalcarcinoma,220,0.5656301145662848,38,LSPIN,mlp,0.014,0.0,380126
infiltratinglobularcarcinoma,60,0.3915343915343915,38,LSPIN,mlp,0.014,0.0,380126
other,23,0.5135135135135135,38,LSPIN,mlp,0.014,0.0,380126
infiltratingductalcarcinoma,220,0.5924713584288053,38,LSPIN,mlp,0.014,0.0,380127
infiltratinglobularcarcinoma,60,0.5978835978835979,38,LSPIN,mlp,0.014,0.0,380127
other,23,0.6216216216216216,38,LSPIN,mlp,0.014,0.0,380127
infiltratingductalcarcinoma,220,0.7407528641571195,38,LSPIN,mlp,0.014,0.0,380128
infiltratinglobularcarcinoma,60,0.7883597883597884,38,LSPIN,mlp,0.014,0.0,380128
other,23,0.3513513513513513,38,LSPIN,mlp,0.014,0.0,380128
infiltratingductalcarcinoma,220,0.6527004909983634,38,LSPIN,mlp,0.014,0.0,380129
infiltratinglobularcarcinoma,60,0.6296296296296297,38,LSPIN,mlp,0.014,0.0,380129
other,23,0.4054054054054054,38,LSPIN,mlp,0.014,0.0,380129
infiltratingductalcarcinoma,220,0.579050736497545,38,LSPIN,mlp,0.014,0.0,380130
infiltratinglobularcarcinoma,60,0.4285714285714285,38,LSPIN,mlp,0.014,0.0,380130
other,23,0.4864864864864865,38,LSPIN,mlp,0.014,0.0,380130
infiltratingductalcarcinoma,220,0.6857610474631751,42,LSPIN,mlp,0.00525,0.1,420123
infiltratinglobularcarcinoma,60,0.4867724867724867,42,LSPIN,mlp,0.00525,0.1,420123
other,23,0.5945945945945946,42,LSPIN,mlp,0.00525,0.1,420123
infiltratingductalcarcinoma,220,0.6481178396072013,42,LSPIN,mlp,0.00525,0.1,420124
infiltratinglobularcarcinoma,60,0.5925925925925926,42,LSPIN,mlp,0.00525,0.1,420124
other,23,0.6216216216216216,42,LSPIN,mlp,0.00525,0.1,420124
infiltratingductalcarcinoma,220,0.6635024549918167,42,LSPIN,mlp,0.00525,0.1,420125
infiltratinglobularcarcinoma,60,0.6084656084656085,42,LSPIN,mlp,0.00525,0.1,420125
other,23,0.5405405405405406,42,LSPIN,mlp,0.00525,0.1,420125
infiltratingductalcarcinoma,220,0.5509001636661212,42,LSPIN,mlp,0.00525,0.1,420126
infiltratinglobularcarcinoma,60,0.8253968253968254,42,LSPIN,mlp,0.00525,0.1,420126
other,23,0.5675675675675675,42,LSPIN,mlp,0.00525,0.1,420126
infiltratingductalcarcinoma,220,0.6635024549918167,42,LSPIN,mlp,0.00525,0.1,420127
infiltratinglobularcarcinoma,60,0.5661375661375662,42,LSPIN,mlp,0.00525,0.1,420127
other,23,0.5135135135135135,42,LSPIN,mlp,0.00525,0.1,420127
infiltratingductalcarcinoma,220,0.5738134206219313,42,LSPIN,mlp,0.00525,0.1,420128
infiltratinglobularcarcinoma,60,0.5238095238095238,42,LSPIN,mlp,0.00525,0.1,420128
other,23,0.6756756756756757,42,LSPIN,mlp,0.00525,0.1,420128
infiltratingductalcarcinoma,220,0.7001636661211129,42,LSPIN,mlp,0.00525,0.1,420129
infiltratinglobularcarcinoma,60,0.5767195767195767,42,LSPIN,mlp,0.00525,0.1,420129
other,23,0.5135135135135135,42,LSPIN,mlp,0.00525,0.1,420129
infiltratingductalcarcinoma,220,0.6392798690671031,42,LSPIN,mlp,0.00525,0.1,420130
infiltratinglobularcarcinoma,60,0.4338624338624338,42,LSPIN,mlp,0.00525,0.1,420130
other,23,0.6216216216216216,42,LSPIN,mlp,0.00525,0.1,420130
infiltratingductalcarcinoma,220,0.5666121112929624,46,LSPIN,mlp,0.014,0.1,460123
infiltratinglobularcarcinoma,60,0.4285714285714285,46,LSPIN,mlp,0.014,0.1,460123
other,23,0.5675675675675675,46,LSPIN,mlp,0.014,0.1,460123
infiltratingductalcarcinoma,220,0.5924713584288053,46,LSPIN,mlp,0.014,0.1,460124
infiltratinglobularcarcinoma,60,0.4761904761904761,46,LSPIN,mlp,0.014,0.1,460124
other,23,0.5675675675675675,46,LSPIN,mlp,0.014,0.1,460124
infiltratingductalcarcinoma,220,0.6235679214402619,46,LSPIN,mlp,0.014,0.1,460125
infiltratinglobularcarcinoma,60,0.5555555555555556,46,LSPIN,mlp,0.014,0.1,460125
other,23,0.5405405405405406,46,LSPIN,mlp,0.014,0.1,460125
infiltratingductalcarcinoma,220,0.534860883797054,46,LSPIN,mlp,0.014,0.1,460126
infiltratinglobularcarcinoma,60,0.6402116402116402,46,LSPIN,mlp,0.014,0.1,460126
other,23,0.4594594594594595,46,LSPIN,mlp,0.014,0.1,460126
infiltratingductalcarcinoma,220,0.5882160392798691,46,LSPIN,mlp,0.014,0.1,460127
infiltratinglobularcarcinoma,60,0.6507936507936508,46,LSPIN,mlp,0.014,0.1,460127
other,23,0.5135135135135135,46,LSPIN,mlp,0.014,0.1,460127
infiltratingductalcarcinoma,220,0.6212765957446809,46,LSPIN,mlp,0.014,0.1,460128
infiltratinglobularcarcinoma,60,0.6243386243386243,46,LSPIN,mlp,0.014,0.1,460128
other,23,0.5945945945945946,46,LSPIN,mlp,0.014,0.1,460128
infiltratingductalcarcinoma,220,0.5237315875613748,46,LSPIN,mlp,0.014,0.1,460129
infiltratinglobularcarcinoma,60,0.5291005291005291,46,LSPIN,mlp,0.014,0.1,460129
other,23,0.4324324324324324,46,LSPIN,mlp,0.014,0.1,460129
infiltratingductalcarcinoma,220,0.5872340425531914,46,LSPIN,mlp,0.014,0.1,460130
infiltratinglobularcarcinoma,60,0.7777777777777778,46,LSPIN,mlp,0.014,0.1,460130
other,23,0.5405405405405406,46,LSPIN,mlp,0.014,0.1,460130
infiltratingductalcarcinoma,220,0.6543371522094926,50,LSPIN,mlp,0.00525,0.2,500123
infiltratinglobularcarcinoma,60,0.5502645502645502,50,LSPIN,mlp,0.00525,0.2,500123
other,23,0.4864864864864865,50,LSPIN,mlp,0.00525,0.2,500123
infiltratingductalcarcinoma,220,0.5855973813420622,50,LSPIN,mlp,0.00525,0.2,500124
infiltratinglobularcarcinoma,60,0.5978835978835979,50,LSPIN,mlp,0.00525,0.2,500124
other,23,0.5945945945945946,50,LSPIN,mlp,0.00525,0.2,500124
infiltratingductalcarcinoma,220,0.5754500818330606,50,LSPIN,mlp,0.00525,0.2,500125
infiltratinglobularcarcinoma,60,0.4708994708994709,50,LSPIN,mlp,0.00525,0.2,500125
other,23,0.5945945945945946,50,LSPIN,mlp,0.00525,0.2,500125
infiltratingductalcarcinoma,220,0.6157119476268412,50,LSPIN,mlp,0.00525,0.2,500126
infiltratinglobularcarcinoma,60,0.5185185185185185,50,LSPIN,mlp,0.00525,0.2,500126
other,23,0.5945945945945946,50,LSPIN,mlp,0.00525,0.2,500126
infiltratingductalcarcinoma,220,0.6049099836333879,50,LSPIN,mlp,0.00525,0.2,500127
infiltratinglobularcarcinoma,60,0.4232804232804232,50,LSPIN,mlp,0.00525,0.2,500127
other,23,0.5405405405405406,50,LSPIN,mlp,0.00525,0.2,500127
infiltratingductalcarcinoma,220,0.5895253682487726,50,LSPIN,mlp,0.00525,0.2,500128
infiltratinglobularcarcinoma,60,0.4126984126984127,50,LSPIN,mlp,0.00525,0.2,500128
other,23,0.6216216216216216,50,LSPIN,mlp,0.00525,0.2,500128
infiltratingductalcarcinoma,220,0.5407528641571194,50,LSPIN,mlp,0.00525,0.2,500129
infiltratinglobularcarcinoma,60,0.671957671957672,50,LSPIN,mlp,0.00525,0.2,500129
other,23,0.5945945945945946,50,LSPIN,mlp,0.00525,0.2,500129
infiltratingductalcarcinoma,220,0.64189852700491,50,LSPIN,mlp,0.00525,0.2,500130
infiltratinglobularcarcinoma,60,0.7248677248677249,50,LSPIN,mlp,0.00525,0.2,500130
other,23,0.5405405405405406,50,LSPIN,mlp,0.00525,0.2,500130
infiltratingductalcarcinoma,220,0.564975450081833,54,LSPIN,mlp,0.014,0.2,540123
infiltratinglobularcarcinoma,60,0.4708994708994709,54,LSPIN,mlp,0.014,0.2,540123
other,23,0.4594594594594595,54,LSPIN,mlp,0.014,0.2,540123
infiltratingductalcarcinoma,220,0.6075286415711948,54,LSPIN,mlp,0.014,0.2,540124
infiltratinglobularcarcinoma,60,0.5767195767195767,54,LSPIN,mlp,0.014,0.2,540124
other,23,0.7297297297297297,54,LSPIN,mlp,0.014,0.2,540124
infiltratingductalcarcinoma,220,0.6003273322422259,54,LSPIN,mlp,0.014,0.2,540125
infiltratinglobularcarcinoma,60,0.5238095238095238,54,LSPIN,mlp,0.014,0.2,540125
other,23,0.4324324324324324,54,LSPIN,mlp,0.014,0.2,540125
infiltratingductalcarcinoma,220,0.6360065466448446,54,LSPIN,mlp,0.014,0.2,540126
infiltratinglobularcarcinoma,60,0.6031746031746031,54,LSPIN,mlp,0.014,0.2,540126
other,23,0.5675675675675675,54,LSPIN,mlp,0.014,0.2,540126
infiltratingductalcarcinoma,220,0.5944353518821603,54,LSPIN,mlp,0.014,0.2,540127
infiltratinglobularcarcinoma,60,0.5714285714285714,54,LSPIN,mlp,0.014,0.2,540127
other,23,0.5135135135135135,54,LSPIN,mlp,0.014,0.2,540127
infiltratingductalcarcinoma,220,0.5901800327332242,54,LSPIN,mlp,0.014,0.2,540128
infiltratinglobularcarcinoma,60,0.5026455026455027,54,LSPIN,mlp,0.014,0.2,540128
other,23,0.5135135135135135,54,LSPIN,mlp,0.014,0.2,540128
infiltratingductalcarcinoma,220,0.6379705400981996,54,LSPIN,mlp,0.014,0.2,540129
infiltratinglobularcarcinoma,60,0.656084656084656,54,LSPIN,mlp,0.014,0.2,540129
other,23,0.5405405405405406,54,LSPIN,mlp,0.014,0.2,540129
infiltratingductalcarcinoma,220,0.5472995090016367,54,LSPIN,mlp,0.014,0.2,540130
infiltratinglobularcarcinoma,60,0.4867724867724867,54,LSPIN,mlp,0.014,0.2,540130
other,23,0.5945945945945946,54,LSPIN,mlp,0.014,0.2,540130
infiltratingductalcarcinoma,220,0.6111292962356792,58,LSPIN,mlp,0.00525,0.4,580123
infiltratinglobularcarcinoma,60,0.6507936507936508,58,LSPIN,mlp,0.00525,0.4,580123
other,23,0.5675675675675675,58,LSPIN,mlp,0.00525,0.4,580123
infiltratingductalcarcinoma,220,0.6684124386252046,58,LSPIN,mlp,0.00525,0.4,580124
infiltratinglobularcarcinoma,60,0.5925925925925926,58,LSPIN,mlp,0.00525,0.4,580124
other,23,0.5135135135135135,58,LSPIN,mlp,0.00525,0.4,580124
infiltratingductalcarcinoma,220,0.6284779050736498,58,LSPIN,mlp,0.00525,0.4,580125
infiltratinglobularcarcinoma,60,0.6190476190476191,58,LSPIN,mlp,0.00525,0.4,580125
other,23,0.4594594594594595,58,LSPIN,mlp,0.00525,0.4,580125
infiltratingductalcarcinoma,220,0.6389525368248773,58,LSPIN,mlp,0.00525,0.4,580126
infiltratinglobularcarcinoma,60,0.6878306878306878,58,LSPIN,mlp,0.00525,0.4,580126
other,23,0.5405405405405406,58,LSPIN,mlp,0.00525,0.4,580126
infiltratingductalcarcinoma,220,0.6409165302782324,58,LSPIN,mlp,0.00525,0.4,580127
infiltratinglobularcarcinoma,60,0.492063492063492,58,LSPIN,mlp,0.00525,0.4,580127
other,23,0.5945945945945946,58,LSPIN,mlp,0.00525,0.4,580127
infiltratingductalcarcinoma,220,0.616366612111293,58,LSPIN,mlp,0.00525,0.4,580128
infiltratinglobularcarcinoma,60,0.671957671957672,58,LSPIN,mlp,0.00525,0.4,580128
other,23,0.6216216216216216,58,LSPIN,mlp,0.00525,0.4,580128
infiltratingductalcarcinoma,220,0.627823240589198,58,LSPIN,mlp,0.00525,0.4,580129
infiltratinglobularcarcinoma,60,0.5291005291005291,58,LSPIN,mlp,0.00525,0.4,580129
other,23,0.6756756756756757,58,LSPIN,mlp,0.00525,0.4,580129
infiltratingductalcarcinoma,220,0.6147299509001637,58,LSPIN,mlp,0.00525,0.4,580130
infiltratinglobularcarcinoma,60,0.6190476190476191,58,LSPIN,mlp,0.00525,0.4,580130
other,23,0.5675675675675675,58,LSPIN,mlp,0.00525,0.4,580130
infiltratingductalcarcinoma,220,0.6235679214402619,62,LSPIN,mlp,0.014,0.4,620123
infiltratinglobularcarcinoma,60,0.6137566137566137,62,LSPIN,mlp,0.014,0.4,620123
other,23,0.5675675675675675,62,LSPIN,mlp,0.014,0.4,620123
infiltratingductalcarcinoma,220,0.560392798690671,62,LSPIN,mlp,0.014,0.4,620124
infiltratinglobularcarcinoma,60,0.4867724867724867,62,LSPIN,mlp,0.014,0.4,620124
other,23,0.4324324324324324,62,LSPIN,mlp,0.014,0.4,620124
infiltratingductalcarcinoma,220,0.5869067103109656,62,LSPIN,mlp,0.014,0.4,620125
infiltratinglobularcarcinoma,60,0.5925925925925926,62,LSPIN,mlp,0.014,0.4,620125
other,23,0.5675675675675675,62,LSPIN,mlp,0.014,0.4,620125
infiltratingductalcarcinoma,220,0.5505728314238952,62,LSPIN,mlp,0.014,0.4,620126
infiltratinglobularcarcinoma,60,0.6878306878306878,62,LSPIN,mlp,0.014,0.4,620126
other,23,0.5945945945945946,62,LSPIN,mlp,0.014,0.4,620126
infiltratingductalcarcinoma,220,0.6153846153846154,62,LSPIN,mlp,0.014,0.4,620127
infiltratinglobularcarcinoma,60,0.6666666666666666,62,LSPIN,mlp,0.014,0.4,620127
other,23,0.7297297297297297,62,LSPIN,mlp,0.014,0.4,620127
infiltratingductalcarcinoma,220,0.6206219312602291,62,LSPIN,mlp,0.014,0.4,620128
infiltratinglobularcarcinoma,60,0.5873015873015873,62,LSPIN,mlp,0.014,0.4,620128
other,23,0.4054054054054054,62,LSPIN,mlp,0.014,0.4,620128
infiltratingductalcarcinoma,220,0.5266775777414076,62,LSPIN,mlp,0.014,0.4,620129
infiltratinglobularcarcinoma,60,0.6137566137566137,62,LSPIN,mlp,0.014,0.4,620129
other,23,0.5135135135135135,62,LSPIN,mlp,0.014,0.4,620129
infiltratingductalcarcinoma,220,0.6589198036006547,62,LSPIN,mlp,0.014,0.4,620130
infiltratinglobularcarcinoma,60,0.5343915343915344,62,LSPIN,mlp,0.014,0.4,620130
other,23,0.3783783783783784,62,LSPIN,mlp,0.014,0.4,620130
infiltratingductalcarcinoma,220,0.6504091653027824,66,Concrete,mlp,0.00165,0.0,660123
infiltratinglobularcarcinoma,60,0.6190476190476191,66,Concrete,mlp,0.00165,0.0,660123
other,23,0.5945945945945946,66,Concrete,mlp,0.00165,0.0,660123
infiltratingductalcarcinoma,220,0.5770867430441898,66,Concrete,mlp,0.00165,0.0,660124
infiltratinglobularcarcinoma,60,0.6031746031746031,66,Concrete,mlp,0.00165,0.0,660124
other,23,0.5945945945945946,66,Concrete,mlp,0.00165,0.0,660124
infiltratingductalcarcinoma,220,0.6147299509001637,66,Concrete,mlp,0.00165,0.0,660125
infiltratinglobularcarcinoma,60,0.5608465608465608,66,Concrete,mlp,0.00165,0.0,660125
other,23,0.5405405405405406,66,Concrete,mlp,0.00165,0.0,660125
infiltratingductalcarcinoma,220,0.6648117839607202,66,Concrete,mlp,0.00165,0.0,660126
infiltratinglobularcarcinoma,60,0.6084656084656085,66,Concrete,mlp,0.00165,0.0,660126
other,23,0.5945945945945946,66,Concrete,mlp,0.00165,0.0,660126
infiltratingductalcarcinoma,220,0.6265139116202946,66,Concrete,mlp,0.00165,0.0,660127
infiltratinglobularcarcinoma,60,0.6031746031746031,66,Concrete,mlp,0.00165,0.0,660127
other,23,0.8648648648648649,66,Concrete,mlp,0.00165,0.0,660127
infiltratingductalcarcinoma,220,0.6108019639934533,66,Concrete,mlp,0.00165,0.0,660128
infiltratinglobularcarcinoma,60,0.5925925925925926,66,Concrete,mlp,0.00165,0.0,660128
other,23,0.4594594594594595,66,Concrete,mlp,0.00165,0.0,660128
infiltratingductalcarcinoma,220,0.6608837970540098,66,Concrete,mlp,0.00165,0.0,660129
infiltratinglobularcarcinoma,60,0.6084656084656085,66,Concrete,mlp,0.00165,0.0,660129
other,23,0.5405405405405406,66,Concrete,mlp,0.00165,0.0,660129
infiltratingductalcarcinoma,220,0.6451718494271685,66,Concrete,mlp,0.00165,0.0,660130
infiltratinglobularcarcinoma,60,0.6084656084656085,66,Concrete,mlp,0.00165,0.0,660130
other,23,0.5675675675675675,66,Concrete,mlp,0.00165,0.0,660130
infiltratingductalcarcinoma,220,0.6415711947626841,70,Concrete,mlp,0.0044,0.0,700123
