model_family,gate_type,gate_sigma,lambda_sparse,lambda_sample_smooth,run_i,run_j,risk_corr,top_risk_overlap_ratio,top_risk_jaccard,bottom_risk_overlap_ratio,bottom_risk_jaccard
L-LSPIN,lspin_tf,0.2,0.0014,0.1,1,2,0.5097109219504774,2.06365457105088,0.260485651214128,2.430915130305697,0.3217592592592592
L-LSPIN,lspin_tf,0.2,0.0011,0.1,0,1,0.564300052949895,2.291006345827672,0.2977272727272727,2.6495226060526127,0.3611442193087008
L-LSPIN,lspin_tf,0.2,0.0011,0.1,0,2,0.5103324068529884,2.0286773749313736,0.2549450549450549,2.518358120604464,0.3372365339578454
L-LSPIN,lspin_tf,0.2,0.0011,0.1,1,2,0.606674554209646,2.395937934186191,0.315668202764977,2.7194769982916256,0.3742478941034898
L-LSPIN,lspin_tf,0.2,0.0009,0.1,0,1,0.4237425402688286,1.775092703064952,0.2161874334398296,2.492125223514834,0.3325554259043173
L-LSPIN,lspin_tf,0.2,0.0009,0.1,0,2,0.4915769239836563,2.2560291497081653,0.2918552036199095,2.177330458439276,0.2788353863381859
L-LSPIN,lspin_tf,0.2,0.0009,0.1,1,2,0.3186047174194578,1.259179060302232,0.1442885771543086,2.0461659729911266,0.2577092511013216
L-LSPIN,lspin_tf,0.17,0.0025,0.1,0,1,0.6207334472477631,2.4134265322459445,0.3187066974595843,2.9293401750086643,0.4151177199504337
L-LSPIN,lspin_tf,0.17,0.0025,0.1,0,2,0.6619842422221514,2.474636625455081,0.329452852153667,3.06924895948669,0.4437420986093552
L-LSPIN,lspin_tf,0.17,0.0025,0.1,1,2,0.5927861681603606,2.3172392429173017,0.3021664766248574,2.7019884002318726,0.3709483793517407
L-LSPIN,lspin_tf,0.17,0.0018,0.1,0,1,0.5565558531910441,2.4134265322459445,0.3187066974595843,2.229796252618536,0.2874859075535513
L-LSPIN,lspin_tf,0.17,0.0018,0.1,0,2,0.6600636276655164,2.6145454099331062,0.3546856465005931,2.667011204112366,0.3643966547192354
L-LSPIN,lspin_tf,0.17,0.0018,0.1,1,2,0.6581009399670498,2.325983541947178,0.3036529680365297,3.1566919497854564,0.4622279129321383
L-LSPIN,lspin_tf,0.17,0.0014,0.1,0,1,0.6047657439138295,2.5271024196343403,0.3388042203985932,2.378449336126438,0.3126436781609195
L-LSPIN,lspin_tf,0.17,0.0014,0.1,0,2,0.6292659796789344,2.430915130305697,0.3217592592592592,2.667011204112366,0.3643966547192354
L-LSPIN,lspin_tf,0.17,0.0014,0.1,1,2,0.5789959585066403,2.4396594293355744,0.3232908458864426,2.2997506448575487,0.2992036405005688
L-LSPIN,lspin_tf,0.17,0.0011,0.1,0,1,0.4652502383505639,1.853791394333841,0.2279569892473118,2.3697050370965616,0.3111366245694604
L-LSPIN,lspin_tf,0.17,0.0011,0.1,0,2,0.3900689027871925,1.9849558797819904,0.248087431693989,1.7576041050051987,0.2136025504782146
