gene,probe_id
ENSG00000172346,ENSG00000172346.13
ENSG00000275209,ENSG00000275209.1
ENSG00000138131,ENSG00000138131.3
ENSG00000153563,ENSG00000153563.14
ENSG00000026751,ENSG00000026751.15
ENSG00000101000,ENSG00000101000.4
ENSG00000162654,ENSG00000162654.8
ENSG00000101333,ENSG00000101333.15
ENSG00000169129,ENSG00000169129.13
ENSG00000187416,ENSG00000187416.10
ENSG00000198053,ENSG00000198053.10
ENSG00000164764,ENSG00000164764.10
ENSG00000198794,ENSG00000198794.10
ENSG00000186493,ENSG00000186493.10
ENSG00000099282,ENSG00000099282.8
ENSG00000100003,ENSG00000100003.16
ENSG00000126787,ENSG00000126787.11
ENSG00000182240,ENSG00000182240.14
ENSG00000135094,ENSG00000135094.9
ENSG00000171617,ENSG00000171617.12
ENSG00000103490,ENSG00000103490.13
ENSG00000024422,ENSG00000024422.10
ENSG00000154734,ENSG00000154734.13
ENSG00000115008,ENSG00000115008.5
ENSG00000016602,ENSG00000016602.9
ENSG00000210195,ENSG00000210195.2
ENSG00000074211,ENSG00000074211.12
ENSG00000114346,ENSG00000114346.12
ENSG00000117724,ENSG00000117724.11
ENSG00000172818,ENSG00000172818.8
ENSG00000143171,ENSG00000143171.11
ENSG00000107295,ENSG00000107295.9
ENSG00000134760,ENSG00000134760.5
ENSG00000159231,ENSG00000159231.5
ENSG00000184937,ENSG00000184937.11
ENSG00000152154,ENSG00000152154.9
ENSG00000197971,ENSG00000197971.13
ENSG00000105695,ENSG00000105695.13
ENSG00000124602,ENSG00000124602.8
ENSG00000185274,ENSG00000185274.10
ENSG00000145703,ENSG00000145703.14
ENSG00000171223,ENSG00000171223.5
ENSG00000254647,ENSG00000254647.5
ENSG00000170075,ENSG00000170075.8
ENSG00000132561,ENSG00000132561.12
ENSG00000177469,ENSG00000177469.12
ENSG00000116962,ENSG00000116962.13
ENSG00000140379,ENSG00000140379.7
ENSG00000136193,ENSG00000136193.15
ENSG00000163286,ENSG00000163286.6
ENSG00000198786,ENSG00000198786.2
ENSG00000230202,ENSG00000230202.1
ENSG00000115758,ENSG00000115758.11
ENSG00000166106,ENSG00000166106.3
ENSG00000112655,ENSG00000112655.14
ENSG00000223914,ENSG00000223914.1
ENSG00000008056,ENSG00000008056.11
ENSG00000169750,ENSG00000169750.7
ENSG00000135269,ENSG00000135269.16
ENSG00000277054,ENSG00000277054.1
ENSG00000130529,ENSG00000130529.14
ENSG00000259120,ENSG00000259120.2
ENSG00000259342,ENSG00000259342.1
ENSG00000126562,ENSG00000126562.15
ENSG00000140511,ENSG00000140511.10
ENSG00000130649,ENSG00000130649.8
ENSG00000250510,ENSG00000250510.6
ENSG00000165821,ENSG00000165821.10
ENSG00000136732,ENSG00000136732.13
ENSG00000107551,ENSG00000107551.19
ENSG00000207296,ENSG00000207296.1
ENSG00000139318,ENSG00000139318.7
ENSG00000240342,ENSG00000240342.3
ENSG00000164106,ENSG00000164106.6
ENSG00000180354,ENSG00000180354.14
ENSG00000211933,ENSG00000211933.2
ENSG00000177519,ENSG00000177519.3
ENSG00000088836,ENSG00000088836.11
ENSG00000265660,ENSG00000265660.1
ENSG00000136457,ENSG00000136457.8
ENSG00000057294,ENSG00000057294.12
ENSG00000153071,ENSG00000153071.13
ENSG00000121039,ENSG00000121039.8
ENSG00000158710,ENSG00000158710.13
ENSG00000010810,ENSG00000010810.16
ENSG00000056736,ENSG00000056736.8
ENSG00000240065,ENSG00000240065.6
ENSG00000135451,ENSG00000135451.11
ENSG00000114948,ENSG00000114948.11
ENSG00000148600,ENSG00000148600.13
ENSG00000106546,ENSG00000106546.11
ENSG00000250479,ENSG00000250479.7
ENSG00000092051,ENSG00000092051.15
ENSG00000197582,ENSG00000197582.5
ENSG00000135114,ENSG00000135114.11
ENSG00000116711,ENSG00000116711.9
ENSG00000206337,ENSG00000206337.9
ENSG00000250786,ENSG00000250786.1
ENSG00000134107,ENSG00000134107.4
ENSG00000186395,ENSG00000186395.6
ENSG00000169242,ENSG00000169242.10
ENSG00000154319,ENSG00000154319.13
ENSG00000156689,ENSG00000156689.5
ENSG00000145113,ENSG00000145113.20
ENSG00000101850,ENSG00000101850.11
ENSG00000126947,ENSG00000126947.10
ENSG00000145721,ENSG00000145721.10
ENSG00000165238,ENSG00000165238.15
ENSG00000154451,ENSG00000154451.13
ENSG00000106004,ENSG00000106004.4
ENSG00000049130,ENSG00000049130.12
ENSG00000113231,ENSG00000113231.12
ENSG00000162882,ENSG00000162882.13
ENSG00000152092,ENSG00000152092.14
ENSG00000065534,ENSG00000065534.17
ENSG00000129437,ENSG00000129437.8
ENSG00000087586,ENSG00000087586.16
ENSG00000228594,ENSG00000228594.3
ENSG00000157570,ENSG00000157570.10
ENSG00000159423,ENSG00000159423.15
ENSG00000182578,ENSG00000182578.12
ENSG00000113389,ENSG00000113389.14
ENSG00000125850,ENSG00000125850.9
ENSG00000234964,ENSG00000234964.4
ENSG00000227081,ENSG00000227081.5
ENSG00000109586,ENSG00000109586.10
ENSG00000183742,ENSG00000183742.11
ENSG00000161642,ENSG00000161642.16
ENSG00000143412,ENSG00000143412.8
ENSG00000131386,ENSG00000131386.16
ENSG00000150782,ENSG00000150782.10
ENSG00000116729,ENSG00000116729.12
ENSG00000146070,ENSG00000146070.15
ENSG00000079308,ENSG00000079308.15
ENSG00000111331,ENSG00000111331.11
ENSG00000078898,ENSG00000078898.6
ENSG00000115594,ENSG00000115594.10
ENSG00000134769,ENSG00000134769.20
ENSG00000186603,ENSG00000186603.5
ENSG00000168685,ENSG00000168685.13
ENSG00000135925,ENSG00000135925.7
ENSG00000090776,ENSG00000090776.5
ENSG00000205413,ENSG00000205413.6
ENSG00000198286,ENSG00000198286.8
ENSG00000176533,ENSG00000176533.11
ENSG00000141744,ENSG00000141744.3
ENSG00000215182,ENSG00000215182.8
ENSG00000103811,ENSG00000103811.14
ENSG00000187210,ENSG00000187210.11
ENSG00000126778,ENSG00000126778.8
ENSG00000128311,ENSG00000128311.12
ENSG00000164488,ENSG00000164488.10
ENSG00000066468,ENSG00000066468.19
ENSG00000155792,ENSG00000155792.8
ENSG00000277644,ENSG00000277644.1
ENSG00000171368,ENSG00000171368.11
ENSG00000091138,ENSG00000091138.11
ENSG00000169994,ENSG00000169994.17
ENSG00000157557,ENSG00000157557.10
ENSG00000139193,ENSG00000139193.3
ENSG00000198832,ENSG00000198832.9
ENSG00000143839,ENSG00000143839.13
ENSG00000125998,ENSG00000125998.7
ENSG00000170454,ENSG00000170454.5
ENSG00000113594,ENSG00000113594.8
ENSG00000146005,ENSG00000146005.3
ENSG00000178878,ENSG00000178878.11
ENSG00000158106,ENSG00000158106.11
ENSG00000132855,ENSG00000132855.4
ENSG00000200795,ENSG00000200795.1
ENSG00000229637,ENSG00000229637.3
ENSG00000262198,ENSG00000262198.1
ENSG00000187474,ENSG00000187474.4
ENSG00000113721,ENSG00000113721.12
ENSG00000147883,ENSG00000147883.10
ENSG00000272620,ENSG00000272620.1
ENSG00000128268,ENSG00000128268.11
ENSG00000152952,ENSG00000152952.10
ENSG00000219438,ENSG00000219438.7
ENSG00000183696,ENSG00000183696.12
ENSG00000218175,ENSG00000218175.2
ENSG00000165478,ENSG00000165478.6
ENSG00000077420,ENSG00000077420.14
ENSG00000119630,ENSG00000119630.12
ENSG00000197496,ENSG00000197496.5
ENSG00000229953,ENSG00000229953.1
ENSG00000029153,ENSG00000029153.13
ENSG00000118322,ENSG00000118322.11
ENSG00000171004,ENSG00000171004.16
ENSG00000185052,ENSG00000185052.10
ENSG00000135324,ENSG00000135324.5
ENSG00000138109,ENSG00000138109.9
ENSG00000007516,ENSG00000007516.12
ENSG00000110799,ENSG00000110799.12
ENSG00000204472,ENSG00000204472.11
ENSG00000164292,ENSG00000164292.11
ENSG00000242110,ENSG00000242110.6
ENSG00000077782,ENSG00000077782.18
ENSG00000168646,ENSG00000168646.11
ENSG00000143627,ENSG00000143627.16
ENSG00000265415,ENSG00000265415.1
ENSG00000105852,ENSG00000105852.9
ENSG00000083857,ENSG00000083857.12
ENSG00000204839,ENSG00000204839.7
ENSG00000163536,ENSG00000163536.11
ENSG00000169692,ENSG00000169692.11
ENSG00000005421,ENSG00000005421.7
ENSG00000204642,ENSG00000204642.12
ENSG00000111962,ENSG00000111962.7
ENSG00000172197,ENSG00000172197.10
ENSG00000196975,ENSG00000196975.13
ENSG00000204335,ENSG00000204335.3
ENSG00000156804,ENSG00000156804.6
ENSG00000059804,ENSG00000059804.14
ENSG00000167513,ENSG00000167513.7
ENSG00000198300,ENSG00000198300.11
ENSG00000198930,ENSG00000198930.11
ENSG00000229604,ENSG00000229604.2
ENSG00000176171,ENSG00000176171.10
ENSG00000179023,ENSG00000179023.8
ENSG00000158270,ENSG00000158270.11
ENSG00000100505,ENSG00000100505.12
ENSG00000103196,ENSG00000103196.10
ENSG00000150594,ENSG00000150594.6
ENSG00000078114,ENSG00000078114.17
ENSG00000172348,ENSG00000172348.13
ENSG00000141469,ENSG00000141469.15
ENSG00000234745,ENSG00000234745.8
ENSG00000124568,ENSG00000124568.9
ENSG00000128594,ENSG00000128594.6
ENSG00000140937,ENSG00000140937.12
ENSG00000016391,ENSG00000016391.9
ENSG00000092421,ENSG00000092421.15
ENSG00000204544,ENSG00000204544.5
ENSG00000074219,ENSG00000074219.12
ENSG00000065717,ENSG00000065717.13
ENSG00000105426,ENSG00000105426.13
ENSG00000117480,ENSG00000117480.14
ENSG00000170745,ENSG00000170745.10
ENSG00000140545,ENSG00000140545.13
ENSG00000170915,ENSG00000170915.8
ENSG00000137747,ENSG00000137747.13
ENSG00000105173,ENSG00000105173.12
ENSG00000157514,ENSG00000157514.15
ENSG00000085831,ENSG00000085831.14
ENSG00000034053,ENSG00000034053.13
ENSG00000185585,ENSG00000185585.18
ENSG00000142632,ENSG00000142632.15
ENSG00000136002,ENSG00000136002.15
ENSG00000221869,ENSG00000221869.4
ENSG00000225792,ENSG00000225792.1
ENSG00000134548,ENSG00000134548.8
ENSG00000146904,ENSG00000146904.7
ENSG00000184828,ENSG00000184828.8
ENSG00000120251,ENSG00000120251.17
ENSG00000166509,ENSG00000166509.9
ENSG00000211459,ENSG00000211459.2
ENSG00000104537,ENSG00000104537.15
ENSG00000111371,ENSG00000111371.14
ENSG00000184347,ENSG00000184347.13
ENSG00000015592,ENSG00000015592.15
ENSG00000269190,ENSG00000269190.4
ENSG00000187840,ENSG00000187840.4
ENSG00000039537,ENSG00000039537.12
ENSG00000082684,ENSG00000082684.13
ENSG00000148965,ENSG00000148965.7
ENSG00000124126,ENSG00000124126.12
ENSG00000143878,ENSG00000143878.9
ENSG00000114790,ENSG00000114790.11
ENSG00000166770,ENSG00000166770.9
ENSG00000110076,ENSG00000110076.17
ENSG00000169122,ENSG00000169122.10
ENSG00000164638,ENSG00000164638.9
ENSG00000182871,ENSG00000182871.13
ENSG00000275301,ENSG00000275301.1
ENSG00000021852,ENSG00000021852.11
ENSG00000163975,ENSG00000163975.10
ENSG00000260314,ENSG00000260314.2
ENSG00000090006,ENSG00000090006.16
ENSG00000187601,ENSG00000187601.4
ENSG00000166313,ENSG00000166313.17
ENSG00000196104,ENSG00000196104.9
ENSG00000131781,ENSG00000131781.11
ENSG00000064042,ENSG00000064042.16
ENSG00000086300,ENSG00000086300.14
ENSG00000172164,ENSG00000172164.12
ENSG00000188820,ENSG00000188820.11
ENSG00000164816,ENSG00000164816.7
ENSG00000134121,ENSG00000134121.8
ENSG00000164181,ENSG00000164181.12
ENSG00000054356,ENSG00000054356.12
ENSG00000183971,ENSG00000183971.5
ENSG00000157240,ENSG00000157240.3
ENSG00000108947,ENSG00000108947.4
ENSG00000161544,ENSG00000161544.8
ENSG00000248527,ENSG00000248527.1
ENSG00000109182,ENSG00000109182.10
ENSG00000151726,ENSG00000151726.12
ENSG00000182481,ENSG00000182481.7
ENSG00000091972,ENSG00000091972.17
ENSG00000164107,ENSG00000164107.8
ENSG00000240990,ENSG00000240990.8
ENSG00000151491,ENSG00000151491.11
ENSG00000165152,ENSG00000165152.7
ENSG00000101197,ENSG00000101197.11
ENSG00000029993,ENSG00000029993.13
ENSG00000164930,ENSG00000164930.10
ENSG00000198535,ENSG00000198535.5
ENSG00000224237,ENSG00000224237.1
ENSG00000111907,ENSG00000111907.19
ENSG00000170962,ENSG00000170962.11
ENSG00000006042,ENSG00000006042.10
ENSG00000228262,ENSG00000228262.7
ENSG00000168539,ENSG00000168539.3
ENSG00000115956,ENSG00000115956.9
ENSG00000176170,ENSG00000176170.12
ENSG00000101276,ENSG00000101276.13
ENSG00000242299,ENSG00000242299.1
ENSG00000243063,ENSG00000243063.1
ENSG00000170989,ENSG00000170989.8
ENSG00000133067,ENSG00000133067.16
ENSG00000137959,ENSG00000137959.14
ENSG00000170525,ENSG00000170525.17
ENSG00000158258,ENSG00000158258.14
ENSG00000111344,ENSG00000111344.10
ENSG00000198892,ENSG00000198892.6
ENSG00000172548,ENSG00000172548.13
ENSG00000213442,ENSG00000213442.5
ENSG00000171791,ENSG00000171791.11
ENSG00000148219,ENSG00000148219.15
ENSG00000176092,ENSG00000176092.12
ENSG00000144369,ENSG00000144369.11
ENSG00000164116,ENSG00000164116.15
ENSG00000124205,ENSG00000124205.14
ENSG00000117632,ENSG00000117632.19
ENSG00000118515,ENSG00000118515.10
ENSG00000181778,ENSG00000181778.4
ENSG00000109654,ENSG00000109654.13
ENSG00000155760,ENSG00000155760.2
ENSG00000167315,ENSG00000167315.16
ENSG00000166402,ENSG00000166402.7
ENSG00000198610,ENSG00000198610.9
ENSG00000184113,ENSG00000184113.9
ENSG00000235655,ENSG00000235655.3
ENSG00000154589,ENSG00000154589.5
ENSG00000138771,ENSG00000138771.13
ENSG00000135678,ENSG00000135678.10
ENSG00000102802,ENSG00000102802.8
ENSG00000171867,ENSG00000171867.15
ENSG00000148795,ENSG00000148795.5
ENSG00000226145,ENSG00000226145.6
ENSG00000143536,ENSG00000143536.7
ENSG00000135750,ENSG00000135750.13
ENSG00000189171,ENSG00000189171.12
ENSG00000081237,ENSG00000081237.17
ENSG00000101384,ENSG00000101384.10
ENSG00000151651,ENSG00000151651.14
ENSG00000188153,ENSG00000188153.11
ENSG00000128602,ENSG00000128602.8
ENSG00000241644,ENSG00000241644.2
ENSG00000278828,ENSG00000278828.1
ENSG00000158050,ENSG00000158050.4
ENSG00000101017,ENSG00000101017.12
ENSG00000174469,ENSG00000174469.16
ENSG00000124762,ENSG00000124762.12
ENSG00000151882,ENSG00000151882.10
ENSG00000115163,ENSG00000115163.13
ENSG00000184058,ENSG00000184058.11
ENSG00000183087,ENSG00000183087.13
ENSG00000173641,ENSG00000173641.16
ENSG00000135549,ENSG00000135549.13
ENSG00000117226,ENSG00000117226.10
ENSG00000104722,ENSG00000104722.12
ENSG00000102024,ENSG00000102024.16
ENSG00000132970,ENSG00000132970.11
ENSG00000131459,ENSG00000131459.11
ENSG00000164220,ENSG00000164220.6
ENSG00000207425,ENSG00000207425.1
ENSG00000143845,ENSG00000143845.13
ENSG00000016402,ENSG00000016402.11
ENSG00000137868,ENSG00000137868.17
ENSG00000153714,ENSG00000153714.5
ENSG00000163406,ENSG00000163406.9
ENSG00000168490,ENSG00000168490.12
ENSG00000187513,ENSG00000187513.8
ENSG00000162433,ENSG00000162433.13
ENSG00000114251,ENSG00000114251.12
ENSG00000149328,ENSG00000149328.13
ENSG00000075891,ENSG00000075891.20
ENSG00000203805,ENSG00000203805.9
ENSG00000111885,ENSG00000111885.6
ENSG00000147065,ENSG00000147065.15
ENSG00000102996,ENSG00000102996.4
ENSG00000128567,ENSG00000128567.15
ENSG00000134602,ENSG00000134602.14
ENSG00000275832,ENSG00000275832.3
ENSG00000165424,ENSG00000165424.6
ENSG00000071539,ENSG00000071539.12
ENSG00000166743,ENSG00000166743.8
ENSG00000161638,ENSG00000161638.9
ENSG00000104549,ENSG00000104549.10
ENSG00000128052,ENSG00000128052.8
ENSG00000111275,ENSG00000111275.11
ENSG00000168961,ENSG00000168961.15
ENSG00000130595,ENSG00000130595.15
ENSG00000166347,ENSG00000166347.17
ENSG00000099958,ENSG00000099958.13
ENSG00000135378,ENSG00000135378.3
ENSG00000235142,ENSG00000235142.6
ENSG00000173210,ENSG00000173210.18
ENSG00000182704,ENSG00000182704.7
ENSG00000239819,ENSG00000239819.2
ENSG00000170775,ENSG00000170775.2
ENSG00000178623,ENSG00000178623.10
ENSG00000110811,ENSG00000110811.18
ENSG00000137251,ENSG00000137251.14
ENSG00000168952,ENSG00000168952.14
ENSG00000100526,ENSG00000100526.18
ENSG00000186160,ENSG00000186160.4
ENSG00000273132,ENSG00000273132.1
ENSG00000183856,ENSG00000183856.9
ENSG00000166123,ENSG00000166123.12
ENSG00000168306,ENSG00000168306.11
ENSG00000164920,ENSG00000164920.8
ENSG00000160191,ENSG00000160191.16
ENSG00000236439,ENSG00000236439.4
ENSG00000172828,ENSG00000172828.11
ENSG00000111348,ENSG00000111348.7
ENSG00000156427,ENSG00000156427.7
ENSG00000164294,ENSG00000164294.12
ENSG00000111110,ENSG00000111110.10
ENSG00000133116,ENSG00000133116.7
ENSG00000175426,ENSG00000175426.9
ENSG00000127951,ENSG00000127951.5
ENSG00000133216,ENSG00000133216.15
ENSG00000137960,ENSG00000137960.5
ENSG00000213553,ENSG00000213553.4
ENSG00000204632,ENSG00000204632.10
ENSG00000154639,ENSG00000154639.17
ENSG00000102879,ENSG00000102879.14
ENSG00000109956,ENSG00000109956.11
ENSG00000120915,ENSG00000120915.12
ENSG00000236060,ENSG00000236060.2
ENSG00000244509,ENSG00000244509.3
ENSG00000160963,ENSG00000160963.12
ENSG00000185338,ENSG00000185338.4
ENSG00000187689,ENSG00000187689.8
ENSG00000145730,ENSG00000145730.19
ENSG00000003147,ENSG00000003147.16
ENSG00000056998,ENSG00000056998.17
ENSG00000115590,ENSG00000115590.12
ENSG00000106665,ENSG00000106665.14
ENSG00000168874,ENSG00000168874.11
ENSG00000096060,ENSG00000096060.13
ENSG00000093072,ENSG00000093072.14
ENSG00000159527,ENSG00000159527.3
ENSG00000074317,ENSG00000074317.9
ENSG00000223573,ENSG00000223573.5
ENSG00000174871,ENSG00000174871.9
ENSG00000130226,ENSG00000130226.15
ENSG00000232177,ENSG00000232177.1
ENSG00000165816,ENSG00000165816.11
ENSG00000093009,ENSG00000093009.8
ENSG00000115266,ENSG00000115266.10
ENSG00000010932,ENSG00000010932.14
ENSG00000115738,ENSG00000115738.8
ENSG00000197594,ENSG00000197594.10
ENSG00000185339,ENSG00000185339.7
ENSG00000256393,ENSG00000256393.1
ENSG00000054598,ENSG00000054598.6
ENSG00000188290,ENSG00000188290.9
ENSG00000130822,ENSG00000130822.14
ENSG00000128709,ENSG00000128709.11
ENSG00000112812,ENSG00000112812.14
ENSG00000260244,ENSG00000260244.1
ENSG00000122952,ENSG00000122952.15
ENSG00000276644,ENSG00000276644.3
ENSG00000168481,ENSG00000168481.7
ENSG00000117152,ENSG00000117152.12
ENSG00000139926,ENSG00000139926.14
ENSG00000145632,ENSG00000145632.13
ENSG00000060656,ENSG00000060656.18
ENSG00000070019,ENSG00000070019.4
ENSG00000168329,ENSG00000168329.12
ENSG00000196684,ENSG00000196684.11
ENSG00000162458,ENSG00000162458.11
ENSG00000113088,ENSG00000113088.5
ENSG00000102032,ENSG00000102032.11
ENSG00000145506,ENSG00000145506.12
ENSG00000136244,ENSG00000136244.10
ENSG00000119632,ENSG00000119632.3
ENSG00000255248,ENSG00000255248.5
ENSG00000127920,ENSG00000127920.5
ENSG00000172638,ENSG00000172638.11
ENSG00000163629,ENSG00000163629.11
ENSG00000175311,ENSG00000175311.6
ENSG00000144891,ENSG00000144891.16
ENSG00000125538,ENSG00000125538.10
ENSG00000121152,ENSG00000121152.8
ENSG00000245694,ENSG00000245694.7
ENSG00000065911,ENSG00000065911.10
ENSG00000101098,ENSG00000101098.11
ENSG00000256148,ENSG00000256148.1
ENSG00000176658,ENSG00000176658.15
ENSG00000173114,ENSG00000173114.11
ENSG00000204894,ENSG00000204894.4
ENSG00000267519,ENSG00000267519.3
ENSG00000166959,ENSG00000166959.6
ENSG00000122122,ENSG00000122122.9
ENSG00000148123,ENSG00000148123.13
ENSG00000104324,ENSG00000104324.14
ENSG00000165655,ENSG00000165655.15
ENSG00000167676,ENSG00000167676.3
ENSG00000102034,ENSG00000102034.15
ENSG00000107165,ENSG00000107165.11
ENSG00000172602,ENSG00000172602.8
ENSG00000147642,ENSG00000147642.15
ENSG00000206341,ENSG00000206341.7
ENSG00000236081,ENSG00000236081.1
ENSG00000124882,ENSG00000124882.3
ENSG00000198753,ENSG00000198753.10
ENSG00000163472,ENSG00000163472.17
ENSG00000140092,ENSG00000140092.13
ENSG00000279487,ENSG00000279487.1
ENSG00000138028,ENSG00000138028.13
ENSG00000244405,ENSG00000244405.6
ENSG00000145103,ENSG00000145103.11
ENSG00000109084,ENSG00000109084.12
ENSG00000165716,ENSG00000165716.8
ENSG00000196507,ENSG00000196507.9
ENSG00000178772,ENSG00000178772.6
ENSG00000231106,ENSG00000231106.2
ENSG00000167701,ENSG00000167701.12
ENSG00000210082,ENSG00000210082.2
ENSG00000158014,ENSG00000158014.13
ENSG00000119699,ENSG00000119699.6
ENSG00000139209,ENSG00000139209.14
ENSG00000128606,ENSG00000128606.11
ENSG00000101323,ENSG00000101323.4
ENSG00000230838,ENSG00000230838.1
ENSG00000188747,ENSG00000188747.7
ENSG00000108679,ENSG00000108679.11
ENSG00000157110,ENSG00000157110.14
ENSG00000124766,ENSG00000124766.5
ENSG00000178695,ENSG00000178695.5
ENSG00000204528,ENSG00000204528.3
ENSG00000125266,ENSG00000125266.6
ENSG00000185862,ENSG00000185862.6
ENSG00000168032,ENSG00000168032.7
ENSG00000020633,ENSG00000020633.17
ENSG00000187720,ENSG00000187720.13
ENSG00000101194,ENSG00000101194.16
ENSG00000143061,ENSG00000143061.16
ENSG00000141293,ENSG00000141293.14
ENSG00000146242,ENSG00000146242.7
ENSG00000198756,ENSG00000198756.9
ENSG00000186998,ENSG00000186998.14
ENSG00000113763,ENSG00000113763.9
ENSG00000104371,ENSG00000104371.4
ENSG00000058404,ENSG00000058404.18
ENSG00000167693,ENSG00000167693.15
ENSG00000066032,ENSG00000066032.17
ENSG00000175121,ENSG00000175121.10
ENSG00000008513,ENSG00000008513.13
ENSG00000131015,ENSG00000131015.4
ENSG00000122877,ENSG00000122877.12
ENSG00000204542,ENSG00000204542.2
ENSG00000148908,ENSG00000148908.13
ENSG00000143036,ENSG00000143036.15
ENSG00000174307,ENSG00000174307.6
ENSG00000012817,ENSG00000012817.14
ENSG00000149257,ENSG00000149257.12
ENSG00000163453,ENSG00000163453.10
ENSG00000137393,ENSG00000137393.9
ENSG00000101230,ENSG00000101230.5
ENSG00000102096,ENSG00000102096.9
ENSG00000146013,ENSG00000146013.9
ENSG00000173762,ENSG00000173762.6
ENSG00000160868,ENSG00000160868.13
ENSG00000116990,ENSG00000116990.10
ENSG00000122035,ENSG00000122035.6
ENSG00000165025,ENSG00000165025.13
ENSG00000010610,ENSG00000010610.8
ENSG00000168394,ENSG00000168394.10
ENSG00000182866,ENSG00000182866.15
ENSG00000076554,ENSG00000076554.14
ENSG00000162595,ENSG00000162595.4
ENSG00000144802,ENSG00000144802.10
ENSG00000064270,ENSG00000064270.11
ENSG00000125966,ENSG00000125966.9
ENSG00000179241,ENSG00000179241.11
ENSG00000126460,ENSG00000126460.9
ENSG00000183549,ENSG00000183549.9
ENSG00000164733,ENSG00000164733.19
ENSG00000074416,ENSG00000074416.12
ENSG00000171219,ENSG00000171219.8
ENSG00000179820,ENSG00000179820.14
ENSG00000073111,ENSG00000073111.12
ENSG00000130762,ENSG00000130762.13
ENSG00000086062,ENSG00000086062.11
ENSG00000121064,ENSG00000121064.11
ENSG00000170500,ENSG00000170500.11
ENSG00000186973,ENSG00000186973.9
ENSG00000163624,ENSG00000163624.5
ENSG00000149212,ENSG00000149212.9
ENSG00000171551,ENSG00000171551.10
ENSG00000143797,ENSG00000143797.10
ENSG00000250321,ENSG00000250321.1
ENSG00000255071,ENSG00000255071.2
ENSG00000135821,ENSG00000135821.15
ENSG00000134321,ENSG00000134321.10
ENSG00000177108,ENSG00000177108.5
ENSG00000164056,ENSG00000164056.9
ENSG00000016490,ENSG00000016490.14
ENSG00000204305,ENSG00000204305.12
ENSG00000066248,ENSG00000066248.13
ENSG00000166927,ENSG00000166927.11
ENSG00000173334,ENSG00000173334.3
ENSG00000140526,ENSG00000140526.15
ENSG00000138160,ENSG00000138160.5
ENSG00000116690,ENSG00000116690.10
ENSG00000252621,ENSG00000252621.1
ENSG00000162645,ENSG00000162645.11
ENSG00000011638,ENSG00000011638.9
ENSG00000275216,ENSG00000275216.1
ENSG00000160886,ENSG00000160886.12
ENSG00000279806,ENSG00000279806.1
ENSG00000080573,ENSG00000080573.6
ENSG00000145358,ENSG00000145358.5
ENSG00000023839,ENSG00000023839.9
ENSG00000100162,ENSG00000100162.13
ENSG00000163661,ENSG00000163661.3
ENSG00000265972,ENSG00000265972.4
ENSG00000198888,ENSG00000198888.2
ENSG00000127528,ENSG00000127528.5
ENSG00000164442,ENSG00000164442.9
ENSG00000106031,ENSG00000106031.7
ENSG00000161682,ENSG00000161682.13
ENSG00000153551,ENSG00000153551.12
ENSG00000101255,ENSG00000101255.9
ENSG00000166582,ENSG00000166582.8
ENSG00000173376,ENSG00000173376.12
ENSG00000142949,ENSG00000142949.15
ENSG00000115963,ENSG00000115963.12
ENSG00000135424,ENSG00000135424.14
ENSG00000117215,ENSG00000117215.13
ENSG00000136542,ENSG00000136542.7
ENSG00000112414,ENSG00000112414.13
ENSG00000137507,ENSG00000137507.10
ENSG00000255737,ENSG00000255737.2
ENSG00000212232,ENSG00000212232.1
ENSG00000235174,ENSG00000235174.1
ENSG00000100336,ENSG00000100336.16
ENSG00000128510,ENSG00000128510.9
ENSG00000115523,ENSG00000115523.15
ENSG00000122786,ENSG00000122786.18
ENSG00000198203,ENSG00000198203.8
ENSG00000123485,ENSG00000123485.10
ENSG00000112096,ENSG00000112096.15
ENSG00000183722,ENSG00000183722.7
ENSG00000179362,ENSG00000179362.13
ENSG00000198901,ENSG00000198901.12
ENSG00000125872,ENSG00000125872.7
ENSG00000138795,ENSG00000138795.8
ENSG00000108924,ENSG00000108924.12
ENSG00000167123,ENSG00000167123.17
ENSG00000233901,ENSG00000233901.4
ENSG00000025039,ENSG00000025039.13
ENSG00000156453,ENSG00000156453.12
ENSG00000180644,ENSG00000180644.6
ENSG00000005249,ENSG00000005249.11
ENSG00000168672,ENSG00000168672.3
ENSG00000110243,ENSG00000110243.10
ENSG00000158856,ENSG00000158856.16
ENSG00000119655,ENSG00000119655.7
ENSG00000082014,ENSG00000082014.15
ENSG00000173621,ENSG00000173621.8
ENSG00000183508,ENSG00000183508.4
ENSG00000138115,ENSG00000138115.12
ENSG00000162512,ENSG00000162512.14
ENSG00000007237,ENSG00000007237.17
ENSG00000154102,ENSG00000154102.9
ENSG00000113070,ENSG00000113070.7
ENSG00000241119,ENSG00000241119.1
ENSG00000090889,ENSG00000090889.11
ENSG00000123146,ENSG00000123146.18
ENSG00000005073,ENSG00000005073.5
ENSG00000242808,ENSG00000242808.6
ENSG00000178773,ENSG00000178773.13
ENSG00000006534,ENSG00000006534.14
ENSG00000129675,ENSG00000129675.14
ENSG00000147606,ENSG00000147606.7
ENSG00000158457,ENSG00000158457.5
ENSG00000257989,ENSG00000257989.1
ENSG00000137501,ENSG00000137501.15
ENSG00000125810,ENSG00000125810.9
ENSG00000136379,ENSG00000136379.10
ENSG00000155254,ENSG00000155254.11
ENSG00000172543,ENSG00000172543.6
