model_family,gate_type,predictor,lambda_sparse,lambda_sample_smooth,run_i,run_j,risk_corr,top_risk_overlap_ratio,top_risk_jaccard,bottom_risk_overlap_ratio,bottom_risk_jaccard
LSPIN,lspin_tf,mlp,0.0035,0.05,1,3,0.8864177417447825,3.448224852071006,0.5294117647058824,3.831360946745562,0.625
LSPIN,lspin_tf,mlp,0.0035,0.05,1,4,0.8839326888673148,3.639792899408284,0.5757575757575758,3.831360946745562,0.625
LSPIN,lspin_tf,mlp,0.0035,0.05,1,5,0.9059284095536584,3.831360946745562,0.625,3.735576923076923,0.6
LSPIN,lspin_tf,mlp,0.0035,0.05,1,6,0.9334539853092094,4.02292899408284,0.6774193548387096,3.831360946745562,0.625
LSPIN,lspin_tf,mlp,0.0035,0.05,1,7,0.9051385372901124,3.639792899408284,0.5757575757575758,3.927144970414201,0.6507936507936508
LSPIN,lspin_tf,mlp,0.0035,0.05,2,3,0.9051036525402738,4.02292899408284,0.6774193548387096,3.735576923076923,0.6
LSPIN,lspin_tf,mlp,0.0035,0.05,2,4,0.9253469874875366,4.118713017751479,0.7049180327868853,3.639792899408284,0.5757575757575758
LSPIN,lspin_tf,mlp,0.0035,0.05,2,5,0.9442359205190132,4.02292899408284,0.6774193548387096,3.831360946745562,0.625
LSPIN,lspin_tf,mlp,0.0035,0.05,2,6,0.948148040109116,4.310281065088757,0.7627118644067796,3.927144970414201,0.6507936507936508
LSPIN,lspin_tf,mlp,0.0035,0.05,2,7,0.9444409439347896,4.310281065088757,0.7627118644067796,4.118713017751479,0.7049180327868853
LSPIN,lspin_tf,mlp,0.0035,0.05,3,4,0.8971089256225697,4.02292899408284,0.6774193548387096,3.639792899408284,0.5757575757575758
LSPIN,lspin_tf,mlp,0.0035,0.05,3,5,0.9534188271052274,4.406065088757396,0.7931034482758621,3.927144970414201,0.6507936507936508
