model_family,gate_type,predictor,lambda_sparse,lambda_sample_smooth,run_i,run_j,cluster_ari,cluster_nmi
LSPIN,lspin_tf,mlp,0.0035,0.1,2,3,0.982156705887242,0.9587449218353292
LSPIN,lspin_tf,mlp,0.0035,0.1,2,4,1.0,1.0000000000000002
LSPIN,lspin_tf,mlp,0.0035,0.1,3,4,0.982156705887242,0.9587449218353292
LSPIN,lspin_tf,mlp,0.00525,0.1,0,1,0.9825067015878908,0.9583863031021604
LSPIN,lspin_tf,mlp,0.00525,0.1,0,2,0.9823511843290764,0.9584638872603232
LSPIN,lspin_tf,mlp,0.00525,0.1,0,3,0.9715767058961388,0.9428464313313132
LSPIN,lspin_tf,mlp,0.00525,0.1,0,4,0.9785328948160998,0.957221169390314
LSPIN,lspin_tf,mlp,0.00525,0.1,1,2,0.9783945995820656,0.9628504246567072
LSPIN,lspin_tf,mlp,0.00525,0.1,1,3,0.9677459277913032,0.9493373045664474
LSPIN,lspin_tf,mlp,0.00525,0.1,1,4,0.9825067015878908,0.9583863031021604
LSPIN,lspin_tf,mlp,0.00525,0.1,2,3,0.9891031484068808,0.9787100041769288
LSPIN,lspin_tf,mlp,0.00525,0.1,2,4,0.9823511843290764,0.9584638872603232
LSPIN,lspin_tf,mlp,0.00525,0.1,3,4,0.9715767058961388,0.9428464313313132
LSPIN,lspin_tf,mlp,0.007,0.1,0,1,0.9758263933893848,0.9440769179685802
LSPIN,lspin_tf,mlp,0.007,0.1,0,2,0.9864349377287028,0.9653761743689036
LSPIN,lspin_tf,mlp,0.007,0.1,0,3,0.9755350490663736,0.9441091963332742
LSPIN,lspin_tf,mlp,0.007,0.1,0,4,0.9931591688208916,0.9798378180121748
LSPIN,lspin_tf,mlp,0.007,0.1,1,2,0.989125056765531,0.9786286105903444
LSPIN,lspin_tf,mlp,0.007,0.1,1,3,0.9783517452100648,0.9629807017481892
LSPIN,lspin_tf,mlp,0.007,0.1,1,4,0.9824117446711296,0.9585304697106728
LSPIN,lspin_tf,mlp,0.007,0.1,2,3,0.9891031484068808,0.9787100041769288
LSPIN,lspin_tf,mlp,0.007,0.1,2,4,0.9931533191038248,0.979875634787992
LSPIN,lspin_tf,mlp,0.007,0.1,3,4,0.982254644827518,0.9586064664658552
LSPIN,lspin_tf,mlp,0.00875,0.1,0,1,0.989125056765531,0.9786286105903444
LSPIN,lspin_tf,mlp,0.00875,0.1,0,2,0.989125056765531,0.9786286105903444
LSPIN,lspin_tf,mlp,0.00875,0.1,0,3,0.967051393904164,0.9320409559245368
